,cleaned_label,description,domain,id,range,superproperty
155,arrondissement,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/arrondissement,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
156,art patron,"An influential, wealthy person who supported an artist, craftsman, a scholar or a noble.. See also",['http://dbpedia.org/ontology/Agent'],http://dbpedia.org/ontology/artPatron,['http://dbpedia.org/ontology/Artist'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
157,artery,,['http://dbpedia.org/ontology/AnatomicalStructure'],http://dbpedia.org/ontology/artery,['http://dbpedia.org/ontology/Artery'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
158,artificial snow area,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/artificialSnowArea,['http://www.w3.org/2001/XMLSchema#float'],
159,artist,The performer or creator of the musical work.,['http://dbpedia.org/ontology/MusicalWork'],http://dbpedia.org/ontology/artist,['http://dbpedia.org/ontology/Agent'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
160,artistic function,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/artisticFunction,['http://www.w3.org/2001/XMLSchema#string'],
161,as wiki text,,,http://dbpedia.org/ontology/asWikiText,['http://www.w3.org/2001/XMLSchema#string'],
162,ascent,"Ascent of a celestial body, aircraft, etc. For person who ascended a mountain, use firstAscent",,http://dbpedia.org/ontology/ascent,['http://www.w3.org/2001/XMLSchema#string'],
163,asia championship,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/asiaChampionship,['http://www.w3.org/2001/XMLSchema#string'],
164,aspect ratio,,['http://dbpedia.org/ontology/Software'],http://dbpedia.org/ontology/aspectRatio,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasQuality']
165,assembly,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/assembly,,
166,asset under management,,['http://dbpedia.org/ontology/Company'],http://dbpedia.org/ontology/assetUnderManagement,['http://www.w3.org/2001/XMLSchema#double'],
167,assets,"Assets and liabilities are part of a companis balance sheet. In financial accounting, assets are economic resources. Anything tangible or intangible that is capable of being owned or controlled to produce value and that is held to have positive economic value is considered an asset.",['http://dbpedia.org/ontology/Company'],http://dbpedia.org/ontology/assets,['http://www.w3.org/2001/XMLSchema#double'],
168,assistant principal,,['http://dbpedia.org/ontology/EducationalInstitution'],http://dbpedia.org/ontology/assistantPrincipal,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
169,associate,,,http://dbpedia.org/ontology/associate,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
170,associate editor,,['http://dbpedia.org/ontology/Newspaper'],http://dbpedia.org/ontology/associateEditor,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
171,associate star,,,http://dbpedia.org/ontology/associateStar,['http://dbpedia.org/ontology/Constellation'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf']
172,associated act,,['http://dbpedia.org/ontology/Artist'],http://dbpedia.org/ontology/associatedAct,['http://dbpedia.org/ontology/Artist'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
173,associated band,,,http://dbpedia.org/ontology/associatedBand,['http://dbpedia.org/ontology/Band'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf']
174,associated musical artist,,,http://dbpedia.org/ontology/associatedMusicalArtist,['http://dbpedia.org/ontology/MusicalArtist'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember']
175,associated rocket,,['http://dbpedia.org/ontology/LaunchPad'],http://dbpedia.org/ontology/associatedRocket,['http://dbpedia.org/ontology/Rocket'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
176,association of local government,,['http://dbpedia.org/ontology/Settlement'],http://dbpedia.org/ontology/associationOfLocalGovernment,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
177,astrological sign,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/astrologicalSign,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isDescribedBy']
178,at page,Page # where the referenced resource is to be found in the source document,['http://dbpedia.org/ontology/Reference'],http://dbpedia.org/ontology/atPage,['http://www.w3.org/2001/XMLSchema#string'],
179,at row number,Row # where the referenced resource is to be found in the source file,['http://dbpedia.org/ontology/Reference'],http://dbpedia.org/ontology/atRowNumber,['http://www.w3.org/2001/XMLSchema#string'],
180,atc code,,,http://dbpedia.org/ontology/atcCode,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
181,atc prefix,,,http://dbpedia.org/ontology/atcPrefix,['http://www.w3.org/2001/XMLSchema#string'],
182,atc suffix,,,http://dbpedia.org/ontology/atcSuffix,['http://www.w3.org/2001/XMLSchema#string'],
183,athletics,,['http://dbpedia.org/ontology/University'],http://dbpedia.org/ontology/athletics,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
184,athletics discipline,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/athleticsDiscipline,['http://dbpedia.org/ontology/Athletics'],
185,atomic number,the ratio of the average mass of atoms of an element (from a single given sample or source) to 1⁄12 of the mass of an atom of carbon-12,['http://dbpedia.org/ontology/ChemicalElement'],http://dbpedia.org/ontology/atomicNumber,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
186,attorney general,Public attorney,['http://dbpedia.org/ontology/LegalCase'],http://dbpedia.org/ontology/attorneyGeneral,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSettingFor']
187,aunt,,['http://dbpedia.org/ontology/Woman'],http://dbpedia.org/ontology/aunt,['http://dbpedia.org/ontology/Person'],
188,australia open double,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/australiaOpenDouble,['http://www.w3.org/2001/XMLSchema#string'],
189,australia open mixed,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/australiaOpenMixed,['http://www.w3.org/2001/XMLSchema#string'],
190,australia open single,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/australiaOpenSingle,['http://www.w3.org/2001/XMLSchema#string'],
191,author,,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/author,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
192,authority,,,http://dbpedia.org/ontology/authority,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
193,authority mandate,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/authorityMandate,['http://www.w3.org/2001/XMLSchema#string'],
194,authority title,,['http://dbpedia.org/ontology/RomaniaSettlement'],http://dbpedia.org/ontology/authorityTitle,['http://www.w3.org/2001/XMLSchema#string'],
195,automobile model,,['http://dbpedia.org/ontology/AutomobileEngine'],http://dbpedia.org/ontology/automobileModel,['http://www.w3.org/2001/XMLSchema#string'],
196,automobile platform,,['http://dbpedia.org/ontology/Automobile'],http://dbpedia.org/ontology/automobilePlatform,['http://dbpedia.org/ontology/Automobile'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasComponent']
197,autonomy,,,http://dbpedia.org/ontology/autonomy,,
198,available smart card,Smartcard for fare payment system for public transit systems that are or will be available at the station.,['http://dbpedia.org/ontology/Station'],http://dbpedia.org/ontology/availableSmartCard,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
199,average,,,http://dbpedia.org/ontology/average,['http://www.w3.org/2001/XMLSchema#double'],
200,average annual generation,,['http://dbpedia.org/ontology/PowerStation'],http://dbpedia.org/ontology/averageAnnualGeneration,['http://www.w3.org/2001/XMLSchema#double'],
201,average class size,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/averageClassSize,['http://www.w3.org/2001/XMLSchema#float'],
202,average depth,Source of the value can be declare by .,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/averageDepth,['http://www.w3.org/2001/XMLSchema#double'],['http://dbpedia.org/ontology/depth']
203,average depth quote,Source of the  value.,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/averageDepthQuote,['http://www.w3.org/2001/XMLSchema#string'],
204,average speed,The average speed of a thing.,,http://dbpedia.org/ontology/averageSpeed,['http://www.w3.org/2001/XMLSchema#double'],
205,avifauna population,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/avifaunaPopulation,['http://www.w3.org/2001/XMLSchema#string'],
206,award,"Award won by a Person, Musical or other Work, RaceHorse, Building, etc",,http://dbpedia.org/ontology/award,['http://dbpedia.org/ontology/Award'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
207,award name,Award a person has received (literal). Compare to award (ObjectProperty),['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/awardName,['http://www.w3.org/2001/XMLSchema#string'],
208,away colour hex code,A colour represented by its hex code (e.g.: #FF0000 or #40E0D0).,,http://dbpedia.org/ontology/awayColourHexCode,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/colourHexCode']
209,b side,,['http://dbpedia.org/ontology/Single'],http://dbpedia.org/ontology/bSide,['http://www.w3.org/2001/XMLSchema#string'],
210,background,,,http://dbpedia.org/ontology/background,['http://www.w3.org/2001/XMLSchema#string'],
211,backhand,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/backhand,['http://www.w3.org/2001/XMLSchema#string'],
212,bad guy,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/badGuy,['http://www.w3.org/2001/XMLSchema#string'],
213,bafta award,,['http://dbpedia.org/ontology/Artist'],http://dbpedia.org/ontology/baftaAward,['http://dbpedia.org/ontology/Award'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
214,band,,['http://dbpedia.org/ontology/Protein'],http://dbpedia.org/ontology/band,['http://www.w3.org/2001/XMLSchema#string'],
215,band member,A member of the band.,['http://dbpedia.org/ontology/Band'],http://dbpedia.org/ontology/bandMember,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasMember']
216,bar pass rate,,['http://dbpedia.org/ontology/School'],http://dbpedia.org/ontology/barPassRate,['http://www.w3.org/2001/XMLSchema#float'],
217,barangays,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/barangays,['http://www.w3.org/2001/XMLSchema#string'],
218,based on,,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/basedOn,['http://dbpedia.org/ontology/Work'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
219,battery,Points out the battery used with/in a thing.,,http://dbpedia.org/ontology/battery,['http://dbpedia.org/ontology/Battery'],
220,batting side,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/battingSide,['http://www.w3.org/2001/XMLSchema#string'],
221,battle,,,http://dbpedia.org/ontology/battle,['http://dbpedia.org/ontology/MilitaryConflict'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf']
222,battle honours,,['http://dbpedia.org/ontology/MilitaryUnit'],http://dbpedia.org/ontology/battleHonours,['http://www.w3.org/2001/XMLSchema#string'],
223,bbr,"For NBA players, the text between the last slash and .html in the URL of the player's basketball-reference.com profile (linked at http://www.basketball-reference.com/players/).",['http://dbpedia.org/ontology/GridironFootballPlayer'],http://dbpedia.org/ontology/bbr,['http://www.w3.org/2001/XMLSchema#string'],
224,beatified by,,['http://dbpedia.org/ontology/Saint'],http://dbpedia.org/ontology/beatifiedBy,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
225,beatified date,,['http://dbpedia.org/ontology/Saint'],http://dbpedia.org/ontology/beatifiedDate,['http://www.w3.org/2001/XMLSchema#date'],
226,beatified place,,['http://dbpedia.org/ontology/Saint'],http://dbpedia.org/ontology/beatifiedPlace,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
227,bed count,,['http://dbpedia.org/ontology/Hospital'],http://dbpedia.org/ontology/bedCount,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
228,believers,,['http://dbpedia.org/ontology/ChristianDoctrine'],http://dbpedia.org/ontology/believers,['http://www.w3.org/2001/XMLSchema#string'],
229,beltway city,,['http://dbpedia.org/ontology/Road'],http://dbpedia.org/ontology/beltwayCity,['http://dbpedia.org/ontology/City'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
230,best finish,,['http://dbpedia.org/ontology/SnookerPlayer'],http://dbpedia.org/ontology/bestFinish,['http://www.w3.org/2001/XMLSchema#string'],
231,best lap,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/bestLap,['http://www.w3.org/2001/XMLSchema#string'],
232,best rank double,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/bestRankDouble,['http://www.w3.org/2001/XMLSchema#string'],
233,best rank single,,['http://dbpedia.org/ontology/TennisPlayer'],http://dbpedia.org/ontology/bestRankSingle,['http://www.w3.org/2001/XMLSchema#string'],
234,best wsop rank,,['http://dbpedia.org/ontology/PokerPlayer'],http://dbpedia.org/ontology/bestWsopRank,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
235,best year wsop,,['http://dbpedia.org/ontology/PokerPlayer'],http://dbpedia.org/ontology/bestYearWsop,['http://www.w3.org/2001/XMLSchema#gYear'],
236,bgafd id,,['http://dbpedia.org/ontology/Film'],http://dbpedia.org/ontology/bgafdId,['http://www.w3.org/2001/XMLSchema#string'],
237,bibsys id,"BIBSYS is a supplier of library and information systems for all Norwegian university Libraries, the National Library of Norway, college libraries, and a number of research libraries and institutions.",,http://dbpedia.org/ontology/bibsysId,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
238,bicycle information,Information on station's bicycle facilities.,['http://dbpedia.org/ontology/Station'],http://dbpedia.org/ontology/bicycleInformation,['http://www.w3.org/2001/XMLSchema#string'],
239,big pool record,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/bigPoolRecord,['http://www.w3.org/2001/XMLSchema#string'],
240,biggest city,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/biggestCity,['http://dbpedia.org/ontology/PopulatedPlace'],
241,billed,,['http://dbpedia.org/ontology/Wrestler'],http://dbpedia.org/ontology/billed,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
242,binomial,,['http://dbpedia.org/ontology/Species'],http://dbpedia.org/ontology/binomial,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
243,binomial authority,,['http://dbpedia.org/ontology/Species'],http://dbpedia.org/ontology/binomialAuthority,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
244,bioavailability,"""The rate and extent to which the active ingredient or active moiety is absorbed from a drug product and becomes available at the site of action. For drug products that are not intended to be absorbed into the bloodstream, bioavailability may be assessed by measurements intended to reflect the rate and extent to which the active ingredient or active moiety becomes available at the site of action (21CFR320.1).""",['http://dbpedia.org/ontology/Drug'],http://dbpedia.org/ontology/bioavailability,['http://www.w3.org/2001/XMLSchema#float'],
